index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
34,NDNL2,3,-2.39103687246,0.367752156908,0.17083359176,0.147434288071,0.167571297709,1.11975947381,-0.460091139101,0.768970679071,0.108806524228
35,NLGN3,3,-2.30757759436,0.0388810560109,0.771316755439,-0.0688433321721,0.647283053708,0.0836423657832,1.24853918828,-0.163613766639,-0.249627726054
36,NPAS4,3,-0.354564750354,1.66175268032,1.84483929106,-0.402211494311,-0.657342800804,-0.474584532893,-0.435404014577,-0.562830694249,-0.619653684192
37,NRXN1,3,-0.614203552526,1.645720646,0.204259984245,-1.00556937025,-0.651886803919,-0.948200643438,-0.48973675246,0.396659134535,1.46295735782
38,PVALB,3,-1.49048406851,0.326901929668,1.93747797938,-0.300524603172,-1.04789982441,0.0135295975278,0.780624239427,-0.328544757726,0.108919507813
39,RBFOX1,3,-1.42442640603,-0.676632122022,1.2967865822,0.590030136535,1.58064059247,-0.10931695947,0.0872100268527,-0.496295669681,-0.847996180855
40,SLC6A3,3,-0.442286182504,-0.689575076975,0.456649926862,2.34437305938,-0.562260430098,-0.604490015038,-0.647180228448,-0.434265655929,0.579034602749
41,SLC6A8,3,-0.69245112189,2.62797328611,-0.0743479974098,-0.339780279056,-0.389939403811,-0.27313247486,-0.210829855517,-0.403002712464,-0.244489441106
42,ABAT,4,-1.41495137572,-1.2192565829,-1.10443848751,-0.097444762867,0.952799229516,0.399321043738,0.956597402974,1.02180391174,0.505569621036
43,AHI1,4,-2.13458465678,-1.00098077642,0.0349929139467,0.790529513149,0.0846921050237,0.25414417304,0.974861805655,0.883500410765,0.112844511618
44,ARX,4,-1.66967404592,-0.234598382057,-0.269405477765,0.0598876615875,1.15482115968,1.04663208773,1.23791699802,-0.315719377945,-1.00986062332
45,AVPR1A,4,-0.92177889727,-1.00741106315,-0.534045989233,-0.0338555298598,2.14441954418,0.906345722606,-0.518767923033,-0.299736637683,0.264830773443
46,CD99L2,4,-2.25416421572,-0.224947807984,-0.5093911213,-0.064553351366,0.0554332049181,0.362861887723,1.03438072613,0.55605770104,1.04432297656
47,CDH10,4,-1.48849420466,-1.29913776549,0.77747976112,-0.0729893185248,1.80978543726,0.152049836873,0.32631969184,0.0719661602764,-0.276979598689
48,CDH18,4,-1.24143866055,-0.966719195961,-0.10988501443,0.39291616754,2.26493629232,0.171053250207,0.0763694101479,-0.192676909318,-0.394555339954
49,CELF3,4,-1.51553376738,-1.02269940757,1.63501841352,0.390331183597,-0.42514170763,-0.436392403767,-0.0330197327518,0.219525813752,1.18791160823
50,CHRNA7,4,-1.66535553659,-0.571910102313,0.0987289121598,-1.29355029864,1.08381128386,0.715286254377,0.766551660936,0.965783449785,-0.0993456235764
51,CNTN4,4,-2.12463694778,-0.887595012769,-0.0151455959715,-0.0190492924462,0.231742594645,0.295923950718,0.385819518531,0.808933835118,1.32400694996
52,EN2,4,-1.04616771381,-0.690351426887,-0.868262507008,1.05331820185,-0.407811318074,1.94677663298,-0.516811877352,-0.0532762916327,0.58258629993
53,GABRA4,4,-1.08965927796,-1.10556200299,0.245199116673,1.3063006412,-0.267685344527,1.80870812535,0.0672695955907,-0.408031965163,-0.556538888171
54,GABRB1,4,-1.20489013743,-1.2528458236,0.589446189736,1.48252988652,-0.175842077794,1.44207900856,-0.101343906895,-0.32260273962,-0.456530399468
55,GAMT,4,-2.47831274105,-0.0326496639767,0.318379061445,0.523699779026,0.523119530499,-0.332115265146,0.0924960518467,0.43860523237,0.946778014987
56,GRIK1,4,-1.27174325896,-1.22504895707,0.0469710458321,0.570662610152,1.65398606867,-0.7217469102,-0.40592475132,0.346569859677,1.00627429322
57,GRIK2,4,-1.65054218705,-1.76062154909,0.151620532964,0.847768518575,0.0611328576478,0.404106101446,0.602151654888,0.650836065862,0.693548004761
58,GRIN2B,4,-1.51542608254,0.446629488922,-0.167623595077,-0.783264687139,-0.278738757366,-0.248669264712,2.15344219958,0.260383224703,0.133267473636
59,NCKAP5L,4,-0.655943630518,-1.60603055047,-1.02872171617,0.441842600093,-0.350354394421,1.08044572104,1.33152118278,-0.0329805467895,0.820221334459
60,NIPA1,4,-1.96582876014,-0.824607843276,-0.139242481811,-0.452341427298,-0.109068173303,0.980937664686,1.0731991929,0.909828469128,0.527123359117
61,NLGN1,4,-2.30469150868,-0.784699188586,1.03300598969,0.423072117321,0.536070914665,0.476965938162,0.349334465018,-0.141066120264,0.412007392667
62,NLGN2,4,-2.10864000915,0.30930148001,-0.15289381409,-0.552400969122,0.288033742078,0.638301911759,1.62397772773,-0.00404115743177,-0.0416389117798
63,NRXN2,4,-1.32685891692,-0.843852657722,-0.972699786128,-0.50821504181,0.147445883883,0.520871467721,1.83525924969,0.537298597155,0.610751204134
64,NRXN3,4,-1.38235092931,0.524649168432,-0.674654433676,-0.96409292302,-0.479599337477,0.136061653212,1.91879325762,0.653755712862,0.267437831357
65,NXPH1,4,-1.12807145638,-1.6989817408,-0.34881244902,1.44692328195,-0.0884673182188,-0.230482219938,0.907183860437,0.783802176343,0.356905865626
66,ROBO3,4,-1.47692623597,-0.649486078078,-1.61797231416,0.202253205842,0.808987401881,0.421757618398,0.649311222687,0.604185391943,1.05788978746
67,SHANK3,4,-2.46806922909,-0.204560647938,0.373239477795,-0.0452276000049,1.1424391444,0.170524387899,0.310051269354,0.49252637934,0.229076818249
68,TLE6,4,-0.922444721993,-1.01066493216,-1.19154219842,1.98151317193,0.222235259624,0.675126789024,0.320485587643,-0.329585936446,0.254876980794
69,CAPS2,5,-1.51470908593,-1.09177369984,-1.01190872817,0.175131315976,0.246238575921,0.493488021483,0.751108837619,1.56133918153,0.391085581419
