0,9
1,2
1,64
1,123
2,64
2,67
2,119
2,123
3,45
3,46
3,48
4,30
4,94
4,139
5,128
5,140
5,147
6,39
6,47
6,48
6,49
6,50
6,51
6,52
6,59
6,61
6,69
6,70
6,75
6,78
6,81
6,82
6,83
6,84
6,90
6,95
6,105
6,114
6,115
6,116
6,140
7,63
7,74
7,148
7,154
7,164
7,168
7,172
8,9
8,38
10,132
11,23
11,26
11,29
11,66
11,92
12,168
13,29
13,42
13,66
13,71
13,103
14,24
14,97
15,156
16,77
17,164
18,101
18,122
19,24
19,38
19,73
19,90
19,97
19,98
19,124
19,140
19,156
19,174
20,21
21,111
21,150
21,157
22,116
23,26
23,43
24,38
24,86
24,114
24,164
24,174
25,59
25,70
25,77
25,81
25,96
25,103
25,117
26,43
27,92
28,133
29,42
29,65
29,124
30,31
30,94
31,94
31,97
32,139
32,176
33,139
34,146
35,50
36,47
36,77
37,75
37,106
37,111
37,157
38,47
38,59
38,70
38,81
38,96
38,97
38,113
38,114
38,115
38,117
38,127
38,134
38,140
38,146
38,151
38,160
38,174
39,47
39,48
39,49
39,50
39,51
39,52
39,59
39,61
39,69
39,70
39,75
39,81
39,82
39,83
39,84
39,88
39,95
39,105
39,114
39,115
39,131
40,145
41,157
42,71
42,103
42,147
44,47
44,53
44,56
44,77
44,105
44,120
44,146
45,46
47,48
47,49
47,50
47,51
47,52
47,53
47,54
47,56
47,59
47,60
47,61
47,69
47,70
47,75
47,77
47,82
47,83
47,84
47,92
47,95
47,105
47,115
47,116
47,120
47,173
48,49
48,50
48,51
48,52
48,54
48,56
48,59
48,60
48,61
48,69
48,70
48,75
48,78
48,81
48,82
48,83
48,84
48,95
48,105
48,114
48,115
48,116
48,147
49,51
49,52
49,54
49,59
49,61
49,69
49,75
49,78
49,82
49,84
49,95
49,105
50,51
50,52
50,59
50,61
50,70
50,75
50,82
50,84
50,90
50,95
50,105
50,107
50,114
50,116
50,153
51,52
51,54
51,59
51,61
51,69
51,75
51,78
51,82
51,83
51,84
51,95
51,105
51,115
52,53
52,54
52,59
52,60
52,61
52,69
52,70
52,75
52,78
52,82
52,83
52,84
52,95
52,96
52,105
52,114
52,115
52,116
53,55
53,56
53,57
53,58
53,77
53,91
53,95
53,100
53,105
53,120
53,135
53,157
53,159
54,61
54,75
54,78
54,95
55,56
55,57
55,58
55,91
55,95
55,100
55,120
55,135
55,157
55,159
56,57
56,58
56,77
56,91
56,95
56,100
56,105
56,120
56,135
56,159
57,58
57,91
57,95
57,120
57,135
57,159
58,91
58,95
58,102
58,118
58,120
58,121
58,135
58,159
59,61
59,69
59,70
59,75
59,77
59,81
59,82
59,83
59,84
59,90
59,95
59,96
59,105
59,114
59,115
59,140
59,159
60,75
60,84
61,69
61,75
61,82
61,84
61,95
61,105
61,115
61,149
61,157
62,123
62,157
62,166
62,167
62,175
63,93
63,154
63,164
64,123
66,76
66,119
67,148
67,153
67,178
67,180
68,146
69,75
69,78
69,82
69,83
69,84
69,95
69,103
69,104
69,105
70,75
70,77
70,81
70,82
70,87
70,96
70,114
70,117
70,119
70,151
71,96
71,103
72,174
73,183
74,158
74,168
75,82
75,83
75,84
75,95
75,100
75,103
75,104
75,105
75,106
75,111
75,115
75,116
77,92
77,105
77,120
78,83
78,156
79,80
81,88
81,96
81,103
81,104
81,117
81,151
81,175
82,83
82,84
82,85
82,95
82,103
82,104
82,105
82,116
83,84
83,85
83,95
84,85
84,95
84,105
84,115
84,116
86,128
86,132
86,178
86,180
87,96
87,117
87,151
89,146
91,95
91,120
91,135
91,159
91,160
92,93
92,154
93,154
93,164
95,100
95,103
95,105
95,115
95,116
95,120
95,135
95,157
95,159
96,110
96,117
96,137
96,151
96,175
98,125
99,132
100,105
100,157
101,180
103,104
103,151
103,164
104,111
104,115
104,164
105,115
105,120
106,157
108,109
108,169
109,115
109,169
111,157
111,168
112,157
115,147
115,169
117,151
118,149
119,156
120,135
120,159
122,148
122,153
122,180
123,167
124,174
125,138
125,140
126,136
126,181
128,130
129,141
129,165
129,177
130,148
130,153
130,180
132,145
132,148
132,153
132,180
134,146
135,159
137,153
138,174
139,176
140,163
142,143
142,161
143,161
144,173
146,146
147,156
148,153
148,164
148,180
152,174
152,181
152,182
154,154
154,164
154,170
155,157
156,156
156,158
156,174
162,174
163,171
166,167
166,175
167,175
178,180
179,179
