index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
76,MAGOH,2,1.60524333055,0.845624854092,0.87108214325,0.366870368378,-0.116221486383,-0.224067670645,-1.03573505441,-1.11304019581,-1.19975628902
77,MCPH1,2,1.18355232308,0.514384280675,1.44081696957,0.0543321906501,-0.420140235145,0.480670344464,-0.623051903406,-1.3183078882,-1.31225608169
78,MIS12,2,0.353870988264,1.41610345726,1.68752011137,-0.139566848245,-0.288819954151,-0.141100539984,-0.737017947039,-0.930022826055,-1.22096644142
79,MOCS1,2,1.85598916836,1.37646307566,-0.757969970896,-0.00958115600615,-1.02072053272,-0.0685448110054,0.0507584535212,-0.812186683611,-0.614207543307
80,MOCS2,2,2.18554744051,0.767453448832,0.366982232731,-0.540815460372,-0.152197383453,-0.795482012138,-1.14579554414,-0.383772570361,-0.301920151604
81,MRE11A,2,1.55436906911,0.948269764864,1.24545449791,-0.106223983103,-0.116528922334,-0.907329033169,-0.860598339262,-0.86173563786,-0.895677416156
82,NCAPD2,2,0.6545882565,1.16153347909,1.58038964256,0.267633546766,-0.216553090809,-0.395746073887,-0.540495321015,-1.30044770748,-1.21090273171
83,NCAPD3,2,2.11310057225,0.424909339467,0.900709191156,-0.270015102398,-0.0762270707156,-0.588087210692,-0.709433791373,-0.943227242492,-0.851728685207
84,NCAPG2,2,2.03298973511,0.704192084637,0.831548354586,-0.306274129139,-0.0627782795406,-0.800050324846,-0.67797738788,-0.866961441078,-0.854688611848
85,NCAPH2,2,2.17303444879,0.551355422044,0.566090067963,0.0876142908243,-0.300126193151,-0.70375879358,-1.08216296171,-0.811361597274,-0.480684683908
86,NES,2,1.82499741422,0.317200486933,1.30043409671,0.0136456312768,-0.395269727488,-0.423085140053,-0.494114542766,-1.07925366282,-1.06455455601
87,NHEJ1,2,1.26809957345,1.52629823022,0.652462898264,-0.137306241123,0.118360050501,-0.18885696515,-0.895556244414,-1.27195077406,-1.07155052769
88,NSMCE4A,2,0.813603096226,1.55196865099,1.11980811843,0.226286550555,0.0127516678288,-0.691654630504,-0.848147129642,-0.950726109146,-1.23389021474
89,NUFIP1,2,2.24571456389,0.604938259922,0.428407866165,-0.00285400931924,-0.581340248587,-0.374565121766,-0.474861129396,-0.903998230386,-0.941441950527
90,ORC6,2,1.72647595212,0.833460958879,1.16094555768,-0.177639423467,-0.139167305177,-0.758374257342,-0.775880494924,-0.916629280134,-0.953191707629
91,PCNT,2,1.6896353153,0.767166344404,1.11728433853,-0.373799329005,-0.151075801618,-1.33647138475,-0.954694180257,-0.662572551243,-0.095472751354
92,PDHA1,2,2.21505400658,0.530280501424,0.117654762169,0.040059739251,0.153679803151,-0.208162267707,-0.821100049135,-1.02833485748,-0.999131638256
93,PHF6,2,-0.3198080057,1.97246768702,1.26592367111,-0.0509277887943,0.0464999616458,-0.418217425508,-0.534064167657,-0.893843846287,-1.06803008583
94,PHGDH,2,2.09654086347,0.660029949919,0.173420892808,-0.137554951,0.555004214982,-0.808624908556,-0.767351981199,-0.878478632438,-0.892985447986
95,PLK4,2,1.37653709972,0.395973471341,1.16011167856,0.90115194121,-0.652813611713,-1.25759420657,-0.448339555709,-0.240599189081,-1.23442762776
96,PRKDC,2,1.95032941981,1.01278038935,0.337502025005,-0.734375521905,0.457220687206,-0.684510459424,-0.679287199056,-0.85224645417,-0.807412886818
97,PTER,2,0.612229970855,1.22435801867,1.77007659998,0.00815176069744,-0.374667839196,-0.872422838276,-1.10359491208,-0.825005352163,-0.439125408479
98,RAF1,2,2.210672198,0.893172249857,0.394385861235,-0.772202127318,-0.517722490071,-0.545018952797,-0.437869004786,-0.445826244312,-0.779591489812
99,RTTN,2,0.37994874642,1.61113641649,1.33964282931,0.431348064992,-0.188820351709,-1.06730690883,-0.807815721129,-0.778416127415,-0.919716948127
100,SASS6,2,1.75156691765,0.479462293498,1.31937833018,0.0348945092294,-0.257372883999,-0.869195731044,-0.844029039249,-0.559975709617,-1.05472868665
101,SATB2,2,2.20072661203,0.855025557814,0.274358513645,-0.507565343312,-0.813079087685,-0.855177009724,-0.606686445534,-0.575803325025,0.0282005277955
102,SEH1L,2,2.32165308401,0.60607892001,0.499888812948,-0.46434886271,-0.627372555272,-0.566834267707,-0.68381424657,-0.489228189206,-0.596022695499
103,SMC1A,2,1.18535891114,1.0484221913,1.38561622696,-0.658389877822,0.436633837771,-0.709777529909,-0.94199292701,-1.00804499099,-0.737825841444
104,SMC3,2,1.71808395932,0.418627372619,1.26482032319,0.111584247364,-0.332215853579,-0.263757878134,-0.569604019371,-1.1945671613,-1.1529709901
105,STIL,2,1.45957894322,0.532934749085,1.5814923903,0.185281519626,-0.569120276403,-0.902018730604,-0.512004453416,-0.69684681933,-1.07929732248
106,TBCE,2,1.8676259654,1.25560464179,0.344493254449,0.195399839127,-0.572941154936,-0.556210948422,-0.851816206984,-0.824843133835,-0.857312256592
107,TRAIP,2,1.73145810296,0.909251707365,0.966789042323,0.158563179141,-0.208826506952,-0.952498933679,-0.841930740507,-0.849477213125,-0.913328637523
